Date,Open,High,Low,Close
9/15/2022,"1,603.38","1,653.00","1,461.45","1,504.22"
9/14/2022,"1,607.87","1,622.82","1,554.90","1,603.66"
9/13/2022,"1,724.26","1,757.20","1,573.33","1,607.50"
9/12/2022,"1,759.33","1,780.59","1,695.38","1,724.26"
9/11/2022,"1,734.29","1,788.48","1,734.29","1,759.33"
9/10/2022,"1,721.01","1,744.62","1,706.35","1,734.07"
9/9/2022,"1,644.80","1,742.92","1,627.55","1,720.62"
9/8/2022,"1,638.79","1,661.33","1,597.55","1,644.75"
9/7/2022,"1,580.57","1,653.00","1,492.32","1,641.59"
9/6/2022,"1,598.42","1,685.58","1,558.02","1,579.95"
9/5/2022,"1,571.36","1,609.82","1,558.28","1,598.42"
9/4/2022,"1,552.16","1,582.87","1,540.85","1,571.36"
9/3/2022,"1,571.78","1,585.37","1,536.11","1,552.16"
9/2/2022,"1,581.12","1,648.92","1,547.46","1,568.51"
9/1/2022,"1,572.96","1,584.20","1,515.40","1,580.77"
8/31/2022,"1,558.90","1,619.37","1,517.63","1,572.96"
8/30/2022,"1,546.21","1,604.65","1,477.08","1,557.62"
8/29/2022,"1,483.47","1,551.02","1,423.86","1,546.83"
8/28/2022,"1,481.81","1,510.27","1,459.04","1,483.47"
8/27/2022,"1,557.41","1,561.03","1,448.76","1,480.58"
8/26/2022,"1,708.31","1,710.95","1,541.98","1,557.41"
8/25/2022,"1,683.27","1,721.65","1,654.18","1,707.80"
8/24/2022,"1,649.28","1,692.79","1,605.84","1,683.37"
8/23/2022,"1,578.05","1,667.49","1,564.39","1,649.28"
8/22/2022,"1,618.50","1,644.69","1,531.51","1,578.05"
8/21/2022,"1,531.51","1,640.00","1,529.08","1,618.24"
8/20/2022,"1,686.65","1,690.54","1,531.04","1,531.94"
8/19/2022,"1,876.87","1,878.04","1,680.18","1,687.80"
8/18/2022,"1,851.26","1,881.60","1,821.99","1,876.87"
8/17/2022,"1,885.13","1,956.71","1,820.24","1,850.20"
8/16/2022,"1,903.09","1,917.11","1,855.49","1,885.13"
8/15/2022,"1,942.56","2,011.65","1,874.96","1,904.74"
8/14/2022,"1,991.91","2,029.90","1,909.24","1,942.57"
8/13/2022,"1,933.24","2,020.00","1,920.00","1,991.91"
8/12/2022,"1,902.81","1,936.55","1,857.83","1,933.74"
8/11/2022,"1,842.85","1,934.57","1,830.18","1,902.53"
8/10/2022,"1,698.00","1,852.99","1,659.46","1,842.60"
8/9/2022,"1,797.69","1,797.98","1,669.26","1,698.01"
8/8/2022,"1,722.52","1,816.46","1,690.01","1,799.85"
8/7/2022,"1,714.99","1,723.34","1,670.91","1,722.52"
8/6/2022,"1,679.93","1,748.59","1,679.93","1,715.00"
8/5/2022,"1,590.28","1,724.72","1,582.09","1,679.93"
8/4/2022,"1,641.89","1,663.64","1,580.56","1,590.67"
8/3/2022,"1,651.18","1,683.00","1,591.74","1,641.88"
8/2/2022,"1,626.25","1,676.46","1,564.39","1,650.30"
8/1/2022,"1,721.28","1,725.00","1,612.00","1,622.95"
7/31/2022,"1,702.82","1,751.82","1,674.66","1,721.29"
7/30/2022,"1,733.17","1,765.97","1,680.01","1,702.82"
7/29/2022,"1,755.98","1,771.39","1,659.25","1,733.17"
7/28/2022,"1,601.32","1,782.16","1,595.76","1,756.28"
7/27/2022,"1,380.98","1,613.09","1,370.79","1,601.64"
7/26/2022,"1,521.69","1,524.76","1,357.66","1,379.02"
7/25/2022,"1,609.32","1,661.25","1,455.90","1,520.86"
7/24/2022,"1,525.37","1,628.27","1,515.22","1,611.43"
7/23/2022,"1,526.69","1,596.06","1,489.94","1,523.82"
7/22/2022,"1,588.60","1,645.89","1,520.10","1,525.01"
7/21/2022,"1,522.88","1,603.92","1,465.32","1,586.73"
7/20/2022,"1,559.32","1,618.97","1,488.80","1,524.00"
7/19/2022,"1,472.23","1,625.09","1,469.25","1,559.60"
7/18/2022,"1,343.04","1,530.64","1,335.55","1,473.04"
7/17/2022,"1,345.60","1,383.18","1,320.03","1,343.41"
7/16/2022,"1,258.05","1,417.25","1,192.67","1,345.60"
7/15/2022,"1,193.09","1,285.97","1,179.10","1,256.28"
7/14/2022,"1,075.93","1,208.94","1,071.38","1,191.48"
7/13/2022,"1,046.00","1,100.42","1,007.31","1,075.93"
7/12/2022,"1,136.77","1,137.19","1,035.17","1,046.00"
7/11/2022,"1,176.87","1,184.30","1,129.95","1,136.62"
7/10/2022,"1,218.90","1,225.21","1,153.24","1,177.50"
7/9/2022,"1,242.36","1,250.20","1,205.01","1,219.84"
7/8/2022,"1,237.74","1,270.20","1,192.92","1,242.36"
7/7/2022,"1,160.63","1,252.47","1,154.43","1,237.75"
7/6/2022,"1,153.78","1,167.08","1,110.95","1,160.63"
7/5/2022,"1,120.44","1,168.99","1,078.00","1,154.34"
7/4/2022,"1,083.85","1,133.20","1,044.48","1,120.44"
7/3/2022,"1,063.12","1,085.65","1,040.77","1,083.27"
7/2/2022,"1,068.13","1,076.85","1,025.86","1,062.79"
7/1/2022,"1,011.07","1,111.00","1,010.37","1,067.88"
6/30/2022,"1,107.93","1,117.58","1,000.52","1,011.67"
6/29/2022,"1,160.48","1,166.70","1,086.14","1,107.93"
6/28/2022,"1,202.24","1,231.85","1,151.88","1,160.55"
6/27/2022,"1,246.59","1,248.11","1,174.72","1,202.24"
6/26/2022,"1,207.84","1,276.04","1,206.92","1,247.70"
6/25/2022,"1,219.39","1,243.88","1,179.97","1,207.44"
6/24/2022,"1,134.46","1,242.74","1,121.23","1,215.09"
6/23/2022,"1,048.35","1,141.25","1,044.74","1,134.20"
6/22/2022,"1,121.28","1,139.00","1,044.26","1,051.16"
6/21/2022,"1,119.75","1,189.96","1,090.02","1,121.57"
6/20/2022,"1,138.83","1,167.60","1,052.71","1,119.96"
6/19/2022,900.5,"1,150.59",900.5,"1,138.58"
6/18/2022,"1,094.18","1,097.73",884.57,902.25
6/17/2022,"1,099.35","1,116.29","1,050.00","1,095.00"
6/16/2022,"1,179.82","1,253.83","1,081.72","1,096.86"
6/15/2022,"1,187.00","1,225.08","1,015.20","1,177.44"
6/14/2022,"1,239.69","1,256.60","1,077.23","1,187.30"
6/13/2022,"1,473.58","1,484.24","1,167.52","1,243.08"
6/12/2022,"1,521.77","1,550.29","1,428.30","1,477.97"
6/11/2022,"1,677.73","1,684.17","1,498.96","1,521.84"
6/10/2022,"1,792.44","1,800.67","1,660.02","1,677.39"
6/9/2022,"1,796.12","1,830.46","1,777.26","1,792.44"
6/8/2022,"1,844.73","1,845.35","1,765.00","1,796.12"
6/7/2022,"1,860.86","1,873.67","1,726.04","1,844.73"
6/6/2022,"1,809.65","1,917.16","1,802.90","1,860.47"
6/5/2022,"1,775.05","1,827.58","1,773.53","1,809.74"
6/4/2022,"1,759.00","1,792.92","1,748.00","1,774.69"
6/3/2022,"1,822.45","1,852.00","1,737.36","1,758.06"
6/2/2022,"1,791.36","1,842.28","1,783.44","1,824.05"
6/1/2022,"1,948.13","1,970.05","1,770.94","1,794.22"
5/31/2022,"1,958.35","2,009.89","1,926.88","1,948.13"
5/30/2022,"1,793.68","1,954.77","1,792.88","1,952.14"
5/29/2022,"1,790.25","1,823.22","1,763.50","1,793.03"
5/28/2022,"1,744.18","1,809.00","1,709.19","1,790.25"
5/27/2022,"1,825.85","1,844.43","1,715.00","1,744.16"
5/26/2022,"1,959.19","1,968.28","1,742.89","1,826.05"
5/25/2022,"1,970.19","2,020.00","1,935.89","1,959.09"
5/24/2022,"1,997.28","2,002.54","1,911.38","1,967.21"
5/23/2022,"2,005.97","2,085.71","1,977.60","1,996.35"
5/22/2022,"1,972.42","2,033.91","1,963.81","2,004.77"
